poll_id,question_id,race_id,cycle,location,type_simple,race,pollster,pollster_rating_id,aapor_roper,inactive,methodology,transparency_score,partisan,polldate,electiondate,time_to_election,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand1_actual,cand2_name,cand2_id,cand2_party,cand2_pct,cand2_actual,margin_poll,margin_actual
33800,40986,4,2014,IL,Sen-G,2014_Sen-G_IL,YouGov,391,FALSE,FALSE,Online Panel,8,NA,2014-10-20,2014-11-04,15,3519,Richard J. Durbin,6112,DEM,52,53.54868393922718,James D. Oberweis,6116,REP,39,42.69498787157776,13,10.853696067649423
34512,42272,4,2014,IL,Sen-G,2014_Sen-G_IL,McKeon & Associates,202,FALSE,TRUE,Live Phone,6,NA,2014-10-28,2014-11-04,7,823,Richard J. Durbin,6112,DEM,49,53.54868393922718,James D. Oberweis,6116,REP,39,42.69498787157776,10,10.853696067649423
34395,125175,4,2014,IL,Sen-G,2014_Sen-G_IL,Public Policy Polling,263,FALSE,FALSE,IVR/Online Panel,4,NA,2014-11-01,2014-11-04,3,1064,Richard J. Durbin,6112,DEM,51,53.54868393922718,James D. Oberweis,6116,REP,41,42.69498787157776,10,10.853696067649423
33706,40889,5,2014,MT,Sen-G,2014_Sen-G_MT,Gravis Marketing,124,FALSE,FALSE,IVR,4,NA,2014-09-29,2014-11-04,36,535,Amanda G. Curtis,8347,DEM,41,40.068572788284214,Steve Daines,6058,REP,54,57.78636439839275,-13,-17.717791610108534
32947,39545,5,2014,MT,Sen-G,2014_Sen-G_MT,YouGov,391,FALSE,FALSE,Online Panel,7,NA,2014-09-26,2014-11-04,39,549,Amanda G. Curtis,8347,DEM,34,40.068572788284214,Steve Daines,6058,REP,55,57.78636439839275,-21,-17.717791610108534
33752,40938,5,2014,MT,Sen-G,2014_Sen-G_MT,Montana State University Billings,216,FALSE,FALSE,Live Phone,5,NA,2014-10-08,2014-11-04,27,410,Amanda G. Curtis,8347,DEM,30.6,40.068572788284214,Steve Daines,6058,REP,46.7,57.78636439839275,-16.1,-17.717791610108534
33833,41022,5,2014,MT,Sen-G,2014_Sen-G_MT,YouGov,391,FALSE,FALSE,Online Panel,8,NA,2014-10-20,2014-11-04,15,497,Amanda G. Curtis,8347,DEM,38,40.068572788284214,Steve Daines,6058,REP,56,57.78636439839275,-18,-17.717791610108534
34429,42152,5,2014,MT,Sen-G,2014_Sen-G_MT,Gravis Marketing,124,FALSE,FALSE,IVR,4,NA,2014-10-23,2014-11-04,12,604,Amanda G. Curtis,8347,DEM,39,40.068572788284214,Steve Daines,6058,REP,53,57.78636439839275,-14,-17.717791610108534
33055,39660,6,2014,MN,Sen-G,2014_Sen-G_MN,Mason-Dixon Polling & Strategy,197,FALSE,FALSE,Live Phone,5,NA,2014-09-09,2014-11-04,56,800,Al Franken,6091,DEM,49,53.15115405888788,Mike McFadden,6093,REP,36,42.90764500930595,13,10.243509049581931
32966,39565,6,2014,MN,Sen-G,2014_Sen-G_MN,Rasmussen Reports,277,FALSE,FALSE,IVR/Online Panel,6,NA,2014-09-29,2014-11-04,36,750,Al Franken,6091,DEM,49,53.15115405888788,Mike McFadden,6093,REP,41,42.90764500930595,8,10.243509049581931
32949,39547,6,2014,MN,Sen-G,2014_Sen-G_MN,YouGov,391,FALSE,FALSE,Online Panel,9,NA,2014-09-26,2014-11-04,39,2562,Al Franken,6091,DEM,49,53.15115405888788,Mike McFadden,6093,REP,42,42.90764500930595,7,10.243509049581931
33710,40893,6,2014,MN,Sen-G,2014_Sen-G_MN,SurveyUSA,325,FALSE,FALSE,IVR/Online Panel,8,NA,2014-10-01,2014-11-04,34,577,Al Franken,6091,DEM,55,53.15115405888788,Mike McFadden,6093,REP,37,42.90764500930595,18,10.243509049581931
33726,40910,6,2014,MN,Sen-G,2014_Sen-G_MN,Public Opinion Strategies,260,TRUE,FALSE,Live Phone,1,REP,2014-10-06,2014-11-04,29,500,Al Franken,6091,DEM,46,53.15115405888788,Mike McFadden,6093,REP,39,42.90764500930595,7,10.243509049581931
33782,40968,6,2014,MN,Sen-G,2014_Sen-G_MN,SurveyUSA,325,FALSE,FALSE,IVR/Online Panel,9,NA,2014-10-15,2014-11-04,20,597,Al Franken,6091,DEM,53,53.15115405888788,Mike McFadden,6093,REP,38,42.90764500930595,15,10.243509049581931
33821,41010,6,2014,MN,Sen-G,2014_Sen-G_MN,Mason-Dixon Polling & Strategy,197,FALSE,FALSE,Live Phone,6,NA,2014-10-21,2014-11-04,14,800,Al Franken,6091,DEM,48,53.15115405888788,Mike McFadden,6093,REP,39,42.90764500930595,9,10.243509049581931
33785,40971,6,2014,MN,Sen-G,2014_Sen-G_MN,YouGov,391,FALSE,FALSE,Online Panel,8,NA,2014-10-20,2014-11-04,15,2430,Al Franken,6091,DEM,51,53.15115405888788,Mike McFadden,6093,REP,41,42.90764500930595,10,10.243509049581931
34386,42115,6,2014,MN,Sen-G,2014_Sen-G_MN,SurveyUSA,325,FALSE,FALSE,IVR/Online Panel,8,NA,2014-10-29,2014-11-04,6,597,Al Franken,6091,DEM,51,53.15115405888788,Mike McFadden,6093,REP,40,42.90764500930595,11,10.243509049581931
33052,39657,8,2014,NH,Sen-G,2014_Sen-G_NH,Global Strategy Group,118,FALSE,FALSE,IVR,3,DEM,2014-09-10,2014-11-04,55,1027,Jeanne Shaheen,6280,DEM,48,51.455365977068944,Scott Brown,6272,REP,41,48.21113612572952,7,3.2442298513394263
33041,39646,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,4,NA,2014-09-10,2014-11-04,55,630,Jeanne Shaheen,6280,DEM,51,51.455365977068944,Scott Brown,6272,REP,40,48.21113612572952,11,3.2442298513394263
33042,39647,8,2014,NH,Sen-G,2014_Sen-G_NH,Magellan Strategies,179,FALSE,FALSE,IVR,4,REP,2014-09-10,2014-11-04,55,2214,Jeanne Shaheen,6280,DEM,44.3,51.455365977068944,Scott Brown,6272,REP,45.9,48.21113612572952,-1.6000000000000014,3.2442298513394263
33043,39648,8,2014,NH,Sen-G,2014_Sen-G_NH,Rasmussen Reports,277,FALSE,FALSE,IVR/Online Panel,5,NA,2014-09-10,2014-11-04,55,750,Jeanne Shaheen,6280,DEM,48,51.455365977068944,Scott Brown,6272,REP,45,48.21113612572952,3,3.2442298513394263
33047,39652,8,2014,NH,Sen-G,2014_Sen-G_NH,Kiley & Company,162,FALSE,TRUE,Live Phone,6,DEM,2014-09-10,2014-11-04,55,600,Jeanne Shaheen,6280,DEM,51,51.455365977068944,Scott Brown,6272,REP,43,48.21113612572952,8,3.2442298513394263
33050,39655,8,2014,NH,Sen-G,2014_Sen-G_NH,Big Village,37,FALSE,FALSE,Live Phone,7,NA,2014-09-10,2014-11-04,55,735,Jeanne Shaheen,6280,DEM,48,51.455365977068944,Scott Brown,6272,REP,48,48.21113612572952,0,3.2442298513394263
33028,39633,8,2014,NH,Sen-G,2014_Sen-G_NH,American Research Group,9,TRUE,FALSE,Live Phone,5,NA,2014-09-14,2014-11-04,51,495,Jeanne Shaheen,6280,DEM,50,51.455365977068944,Scott Brown,6272,REP,45,48.21113612572952,5,3.2442298513394263
33018,39621,8,2014,NH,Sen-G,2014_Sen-G_NH,Vox Populi Polling,372,FALSE,TRUE,IVR/Online Panel,5,NA,2014-09-15,2014-11-04,50,550,Jeanne Shaheen,6280,DEM,43,51.455365977068944,Scott Brown,6272,REP,47,48.21113612572952,-4,3.2442298513394263
33006,39609,8,2014,NH,Sen-G,2014_Sen-G_NH,Public Policy Polling,263,FALSE,FALSE,IVR,4,DEM,2014-09-18,2014-11-04,47,652,Jeanne Shaheen,6280,DEM,50,51.455365977068944,Scott Brown,6272,REP,44,48.21113612572952,6,3.2442298513394263
33005,39608,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,4,NA,2014-09-19,2014-11-04,46,1494,Jeanne Shaheen,6280,DEM,50.1,51.455365977068944,Scott Brown,6272,REP,42.8,48.21113612572952,7.300000000000004,3.2442298513394263
32982,39583,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,4,NA,2014-09-26,2014-11-04,39,1331,Jeanne Shaheen,6280,DEM,47.1,51.455365977068944,Scott Brown,6272,REP,46.6,48.21113612572952,0.5,3.2442298513394263
32973,39572,8,2014,NH,Sen-G,2014_Sen-G_NH,American Research Group,9,TRUE,FALSE,Live Phone,5,NA,2014-09-28,2014-11-04,37,600,Jeanne Shaheen,6280,DEM,53,51.455365977068944,Scott Brown,6272,REP,43,48.21113612572952,10,3.2442298513394263
32944,39542,8,2014,NH,Sen-G,2014_Sen-G_NH,YouGov,391,FALSE,FALSE,Online Panel,8,NA,2014-09-26,2014-11-04,39,1260,Jeanne Shaheen,6280,DEM,48,51.455365977068944,Scott Brown,6272,REP,41,48.21113612572952,7,3.2442298513394263
33725,40909,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,4,NA,2014-10-03,2014-11-04,32,1286,Jeanne Shaheen,6280,DEM,48.5,51.455365977068944,Scott Brown,6272,REP,45.9,48.21113612572952,2.6000000000000014,3.2442298513394263
34038,40900,8,2014,NH,Sen-G,2014_Sen-G_NH,University of New Hampshire Survey Center,357,TRUE,FALSE,Live Phone,10,NA,2014-10-02,2014-11-04,33,681,Jeanne Shaheen,6280,DEM,47,51.455365977068944,Scott Brown,6272,REP,41,48.21113612572952,6,3.2442298513394263
33719,40903,8,2014,NH,Sen-G,2014_Sen-G_NH,SurveyUSA,325,FALSE,FALSE,IVR/Live Phone,7,NA,2014-10-06,2014-11-04,29,824,Jeanne Shaheen,6280,DEM,48,51.455365977068944,Scott Brown,6272,REP,46,48.21113612572952,2,3.2442298513394263
33744,40928,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,4,NA,2014-10-09,2014-11-04,26,1081,Jeanne Shaheen,6280,DEM,46.9,51.455365977068944,Scott Brown,6272,REP,48,48.21113612572952,-1.1000000000000014,3.2442298513394263
33750,40936,8,2014,NH,Sen-G,2014_Sen-G_NH,Kiley & Company,162,FALSE,TRUE,Live Phone,5,DEM,2014-10-08,2014-11-04,27,600,Jeanne Shaheen,6280,DEM,50,51.455365977068944,Scott Brown,6272,REP,44,48.21113612572952,6,3.2442298513394263
34431,42154,8,2014,NH,Sen-G,2014_Sen-G_NH,YouGov,391,FALSE,FALSE,Online Panel,8,NA,2014-10-12,2014-11-04,23,322,Jeanne Shaheen,6280,DEM,48,51.455365977068944,Scott Brown,6272,REP,45,48.21113612572952,3,3.2442298513394263
33820,41009,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,4,NA,2014-10-16,2014-11-04,19,921,Jeanne Shaheen,6280,DEM,47.3,51.455365977068944,Scott Brown,6272,REP,47.7,48.21113612572952,-0.4000000000000057,3.2442298513394263
33837,41026,8,2014,NH,Sen-G,2014_Sen-G_NH,Suffolk University,323,TRUE,FALSE,Live Phone,8,NA,2014-10-18,2014-11-04,17,500,Jeanne Shaheen,6280,DEM,48.6,51.455365977068944,Scott Brown,6272,REP,45.6,48.21113612572952,3,3.2442298513394263
33839,41028,8,2014,NH,Sen-G,2014_Sen-G_NH,Public Policy Polling,263,FALSE,FALSE,IVR,4,DEM,2014-10-20,2014-11-04,15,764,Jeanne Shaheen,6280,DEM,49,51.455365977068944,Scott Brown,6272,REP,45,48.21113612572952,4,3.2442298513394263
33817,41006,8,2014,NH,Sen-G,2014_Sen-G_NH,Big Village,37,FALSE,FALSE,Live Phone,6,NA,2014-10-20,2014-11-04,15,645,Jeanne Shaheen,6280,DEM,49,51.455365977068944,Scott Brown,6272,REP,47,48.21113612572952,2,3.2442298513394263
33757,40943,8,2014,NH,Sen-G,2014_Sen-G_NH,University of Massachusetts Lowell Center for Public Opinion,355,TRUE,FALSE,Live Phone,6,NA,2014-10-18,2014-11-04,17,643,Jeanne Shaheen,6280,DEM,49,51.455365977068944,Scott Brown,6272,REP,46,48.21113612572952,3,3.2442298513394263
33762,40948,8,2014,NH,Sen-G,2014_Sen-G_NH,American Research Group,9,TRUE,FALSE,Live Phone,4,NA,2014-10-21,2014-11-04,14,600,Jeanne Shaheen,6280,DEM,49,51.455365977068944,Scott Brown,6272,REP,48,48.21113612572952,1,3.2442298513394263
33803,40989,8,2014,NH,Sen-G,2014_Sen-G_NH,YouGov,391,FALSE,FALSE,Online Panel,8,NA,2014-10-20,2014-11-04,15,1042,Jeanne Shaheen,6280,DEM,46,51.455365977068944,Scott Brown,6272,REP,41,48.21113612572952,5,3.2442298513394263
33966,42141,8,2014,NH,Sen-G,2014_Sen-G_NH,New England College Polling Center,228,FALSE,TRUE,IVR,5,NA,2014-10-24,2014-11-04,11,1132,Jeanne Shaheen,6280,DEM,46.8,51.455365977068944,Scott Brown,6272,REP,48.3,48.21113612572952,-1.5,3.2442298513394263
34347,42097,8,2014,NH,Sen-G,2014_Sen-G_NH,University of New Hampshire Survey Center,357,TRUE,FALSE,Live Phone,10,NA,2014-10-24,2014-11-04,11,555,Jeanne Shaheen,6280,DEM,50,51.455365977068944,Scott Brown,6272,REP,42,48.21113612572952,8,3.2442298513394263
