"poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","numeric_grade","pollscore","methodology","transparency_score","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","url_article","url_topline","url_crosstab","source","internal","partisan","cycle","office_type","seat_name","seat_number","election_date","stage","party","pct","answer","candidate_name","candidate_id","race_id","nationwide_match","ranked_choice_reallocated","hypothetical"
"da298393-eb28-4a10-8a4a-22b92d664148","80e16730-f260-4aa8-8de7-4da102a5ba54","Strategic National","","","Strategic National",318,"Strategic National",,,"",,"MI","6/10/26","6/14/26",,"Perry Johnson","REP","b783eea7-fa24-4ca0-8260-65dda0d4f228",500,"lv","r","lv-r",,"6/16/26 11:38",,"https://x.com/strategic/status/2066629026693669008",,,,,,"REP",2026,"Governor",,,2026-08-04,"primary","REP",12.4,"Cox (Mike)","Mike Cox","bac37789-20e6-4cd2-a885-568cbd1252a8","8cfdec96-5977-4369-8194-0ae9f4ad7f7d",,,
"da298393-eb28-4a10-8a4a-22b92d664148","80e16730-f260-4aa8-8de7-4da102a5ba54","Strategic National","","","Strategic National",318,"Strategic National",,,"",,"MI","6/10/26","6/14/26",,"Perry Johnson","REP","b783eea7-fa24-4ca0-8260-65dda0d4f228",500,"lv","r","lv-r",,"6/16/26 11:38",,"https://x.com/strategic/status/2066629026693669008",,,,,,"REP",2026,"Governor",,,2026-08-04,"primary","REP",23.8,"James","John James","1886cf41-0805-4029-a56a-dc79e6772aaf","8cfdec96-5977-4369-8194-0ae9f4ad7f7d",,,
"da298393-eb28-4a10-8a4a-22b92d664148","80e16730-f260-4aa8-8de7-4da102a5ba54","Strategic National","","","Strategic National",318,"Strategic National",,,"",,"MI","6/10/26","6/14/26",,"Perry Johnson","REP","b783eea7-fa24-4ca0-8260-65dda0d4f228",500,"lv","r","lv-r",,"6/16/26 11:38",,"https://x.com/strategic/status/2066629026693669008",,,,,,"REP",2026,"Governor",,,2026-08-04,"primary","REP",26.5,"Johnson","Perry Johnson","89c916c2-fc5a-4f66-bde7-3dd7c8706075","8cfdec96-5977-4369-8194-0ae9f4ad7f7d",,,
"0e593d7b-c6db-4e3e-9971-2ca674972da1","da1699d3-5a09-44a0-adf9-a5d1113f4db1","Concord Public Opinion Partners","2ef90afc-9fdc-47c5-b536-b41b1a76e962","Education Reform Now Advocacy","Concord Public Opinion Partners",553,"Concord Public Opinion Partners",,,"Live Phone/Text-to-Web",,"GA","5/30/26","6/2/26",,,,"938d5c48-6534-4d95-92ad-2a1d70f959d8",510,"lv",,"lv",,"6/16/26 08:47",,"https://acrobat.adobe.com/id/urn:aaid:sc:US:29f66864-4f32-47fe-b5e2-85322b2a761b",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","NONE",9,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","51846c5c-5e12-4a8c-bd23-e24dbcd12ef5",,,
"0e593d7b-c6db-4e3e-9971-2ca674972da1","da1699d3-5a09-44a0-adf9-a5d1113f4db1","Concord Public Opinion Partners","2ef90afc-9fdc-47c5-b536-b41b1a76e962","Education Reform Now Advocacy","Concord Public Opinion Partners",553,"Concord Public Opinion Partners",,,"Live Phone/Text-to-Web",,"GA","5/30/26","6/2/26",,,,"938d5c48-6534-4d95-92ad-2a1d70f959d8",510,"lv",,"lv",,"6/16/26 08:47",,"https://acrobat.adobe.com/id/urn:aaid:sc:US:29f66864-4f32-47fe-b5e2-85322b2a761b",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","REP",38,"Jackson (Rick)","Rick Jackson","b2fbdd4b-5586-4494-bc67-e76e0fabe59e","51846c5c-5e12-4a8c-bd23-e24dbcd12ef5",,,
"0e593d7b-c6db-4e3e-9971-2ca674972da1","da1699d3-5a09-44a0-adf9-a5d1113f4db1","Concord Public Opinion Partners","2ef90afc-9fdc-47c5-b536-b41b1a76e962","Education Reform Now Advocacy","Concord Public Opinion Partners",553,"Concord Public Opinion Partners",,,"Live Phone/Text-to-Web",,"GA","5/30/26","6/2/26",,,,"938d5c48-6534-4d95-92ad-2a1d70f959d8",510,"lv",,"lv",,"6/16/26 08:47",,"https://acrobat.adobe.com/id/urn:aaid:sc:US:29f66864-4f32-47fe-b5e2-85322b2a761b",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","DEM",53,"Bottoms","Keisha Lance Bottoms","96ef091d-2ede-404c-84d3-ad2482d74d1f","51846c5c-5e12-4a8c-bd23-e24dbcd12ef5",,,
"0e593d7b-c6db-4e3e-9971-2ca674972da1","da1699d3-5a09-44a0-adf9-a5d1113f4db1","Concord Public Opinion Partners","2ef90afc-9fdc-47c5-b536-b41b1a76e962","Education Reform Now Advocacy","Concord Public Opinion Partners",553,"Concord Public Opinion Partners",,,"Live Phone/Text-to-Web",,"GA","5/30/26","6/2/26",,,,"dadec5e5-fba3-4536-851a-b2d4b73f5c79",510,"lv",,"lv",,"6/16/26 08:47",,"https://acrobat.adobe.com/id/urn:aaid:sc:US:29f66864-4f32-47fe-b5e2-85322b2a761b",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","NONE",6,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","51846c5c-5e12-4a8c-bd23-e24dbcd12ef5",,,
"0e593d7b-c6db-4e3e-9971-2ca674972da1","da1699d3-5a09-44a0-adf9-a5d1113f4db1","Concord Public Opinion Partners","2ef90afc-9fdc-47c5-b536-b41b1a76e962","Education Reform Now Advocacy","Concord Public Opinion Partners",553,"Concord Public Opinion Partners",,,"Live Phone/Text-to-Web",,"GA","5/30/26","6/2/26",,,,"dadec5e5-fba3-4536-851a-b2d4b73f5c79",510,"lv",,"lv",,"6/16/26 08:47",,"https://acrobat.adobe.com/id/urn:aaid:sc:US:29f66864-4f32-47fe-b5e2-85322b2a761b",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","REP",42,"Jones (Burt)","Burt Jones","f8927882-476d-4db8-8a6f-62643f5d6171","51846c5c-5e12-4a8c-bd23-e24dbcd12ef5",,,
"0e593d7b-c6db-4e3e-9971-2ca674972da1","da1699d3-5a09-44a0-adf9-a5d1113f4db1","Concord Public Opinion Partners","2ef90afc-9fdc-47c5-b536-b41b1a76e962","Education Reform Now Advocacy","Concord Public Opinion Partners",553,"Concord Public Opinion Partners",,,"Live Phone/Text-to-Web",,"GA","5/30/26","6/2/26",,,,"dadec5e5-fba3-4536-851a-b2d4b73f5c79",510,"lv",,"lv",,"6/16/26 08:47",,"https://acrobat.adobe.com/id/urn:aaid:sc:US:29f66864-4f32-47fe-b5e2-85322b2a761b",,,,,,"DEM",2026,"Governor",,,2026-11-03,"general","DEM",52,"Bottoms","Keisha Lance Bottoms","96ef091d-2ede-404c-84d3-ad2482d74d1f","51846c5c-5e12-4a8c-bd23-e24dbcd12ef5",,,
"19c2b9a3-3dbe-4513-bc26-ed428f92679a","adedfb3e-f4d9-4121-ae17-125b39b27da3","InsiderAdvantage","","","InsiderAdvantage",243,"InsiderAdvantage",,,"",,"GA","6/15/26","6/15/26",,,,"12b0ffb3-6504-4518-9710-137f033f2932",800,"lv","r","lv-r",,"6/16/26 07:49",,"https://insideradvantage.com/final-insideradvantage-georgia-gop-runoff-survey-both-races-within-margin-of-error/",,,,,,,2026,"Governor",,,2026-06-16,"primary runoff","NONE",5,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","c65b8bea-6f06-4dce-a0cb-638f00045705",,,
"19c2b9a3-3dbe-4513-bc26-ed428f92679a","adedfb3e-f4d9-4121-ae17-125b39b27da3","InsiderAdvantage","","","InsiderAdvantage",243,"InsiderAdvantage",,,"",,"GA","6/15/26","6/15/26",,,,"12b0ffb3-6504-4518-9710-137f033f2932",800,"lv","r","lv-r",,"6/16/26 07:49",,"https://insideradvantage.com/final-insideradvantage-georgia-gop-runoff-survey-both-races-within-margin-of-error/",,,,,,,2026,"Governor",,,2026-06-16,"primary runoff","REP",47,"Jones (Burt)","Burt Jones","f8927882-476d-4db8-8a6f-62643f5d6171","c65b8bea-6f06-4dce-a0cb-638f00045705",,,
"19c2b9a3-3dbe-4513-bc26-ed428f92679a","adedfb3e-f4d9-4121-ae17-125b39b27da3","InsiderAdvantage","","","InsiderAdvantage",243,"InsiderAdvantage",,,"",,"GA","6/15/26","6/15/26",,,,"12b0ffb3-6504-4518-9710-137f033f2932",800,"lv","r","lv-r",,"6/16/26 07:49",,"https://insideradvantage.com/final-insideradvantage-georgia-gop-runoff-survey-both-races-within-margin-of-error/",,,,,,,2026,"Governor",,,2026-06-16,"primary runoff","REP",48,"Jackson (Rick)","Rick Jackson","b2fbdd4b-5586-4494-bc67-e76e0fabe59e","c65b8bea-6f06-4dce-a0cb-638f00045705",,,
"47a39d12-58de-4b2d-914b-9a03d338c607","4d57a1ce-1ebc-4594-95bb-7a06ed7ddba5","Suffolk University","1d16b3bf-7bed-4464-ac5a-7f89a8ce8e67","Boston Globe","Suffolk University",323,"Suffolk University",,,"Live Phone",,"MA","6/8/26","6/12/26",,,,"7199e325-d177-477a-86cb-940e6a4831de",500,"rv",,"rv",,"6/16/26 07:34",,"https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/massachusetts#collapse-June-16-2026-Massachusetts-Governor-and-US-Senate-with-The-Boston-Globe",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",14.2,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","f715ce1b-4cbf-42a3-baee-d2ed158596e3",,,
"47a39d12-58de-4b2d-914b-9a03d338c607","4d57a1ce-1ebc-4594-95bb-7a06ed7ddba5","Suffolk University","1d16b3bf-7bed-4464-ac5a-7f89a8ce8e67","Boston Globe","Suffolk University",323,"Suffolk University",,,"Live Phone",,"MA","6/8/26","6/12/26",,,,"7199e325-d177-477a-86cb-940e6a4831de",500,"rv",,"rv",,"6/16/26 07:34",,"https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/massachusetts#collapse-June-16-2026-Massachusetts-Governor-and-US-Senate-with-The-Boston-Globe",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",29.4,"Shortsleeve","Brian Shortsleeve","c2ec7642-8960-4424-aad3-efc4782f1bb6","f715ce1b-4cbf-42a3-baee-d2ed158596e3",,,
"47a39d12-58de-4b2d-914b-9a03d338c607","4d57a1ce-1ebc-4594-95bb-7a06ed7ddba5","Suffolk University","1d16b3bf-7bed-4464-ac5a-7f89a8ce8e67","Boston Globe","Suffolk University",323,"Suffolk University",,,"Live Phone",,"MA","6/8/26","6/12/26",,,,"7199e325-d177-477a-86cb-940e6a4831de",500,"rv",,"rv",,"6/16/26 07:34",,"https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/massachusetts#collapse-June-16-2026-Massachusetts-Governor-and-US-Senate-with-The-Boston-Globe",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",56.4,"Healey","Maura Healey","469c4b91-65ca-4571-9baf-717a4541bd9e","f715ce1b-4cbf-42a3-baee-d2ed158596e3",,,
"47a39d12-58de-4b2d-914b-9a03d338c607","4d57a1ce-1ebc-4594-95bb-7a06ed7ddba5","Suffolk University","1d16b3bf-7bed-4464-ac5a-7f89a8ce8e67","Boston Globe","Suffolk University",323,"Suffolk University",,,"Live Phone",,"MA","6/8/26","6/12/26",,,,"2c0c2d64-4548-4f93-8d0a-85dd3a13e30b",500,"rv",,"rv",,"6/16/26 07:34",,"https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/massachusetts#collapse-June-16-2026-Massachusetts-Governor-and-US-Senate-with-The-Boston-Globe",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",12.8,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","f715ce1b-4cbf-42a3-baee-d2ed158596e3",,,
"47a39d12-58de-4b2d-914b-9a03d338c607","4d57a1ce-1ebc-4594-95bb-7a06ed7ddba5","Suffolk University","1d16b3bf-7bed-4464-ac5a-7f89a8ce8e67","Boston Globe","Suffolk University",323,"Suffolk University",,,"Live Phone",,"MA","6/8/26","6/12/26",,,,"2c0c2d64-4548-4f93-8d0a-85dd3a13e30b",500,"rv",,"rv",,"6/16/26 07:34",,"https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/massachusetts#collapse-June-16-2026-Massachusetts-Governor-and-US-Senate-with-The-Boston-Globe",,,,,,,2026,"Governor",,,2026-11-03,"general","REP",31,"Minogue","Mike Minogue","d30044ff-0561-4262-b1bd-8d5cff5e3060","f715ce1b-4cbf-42a3-baee-d2ed158596e3",,,
"47a39d12-58de-4b2d-914b-9a03d338c607","4d57a1ce-1ebc-4594-95bb-7a06ed7ddba5","Suffolk University","1d16b3bf-7bed-4464-ac5a-7f89a8ce8e67","Boston Globe","Suffolk University",323,"Suffolk University",,,"Live Phone",,"MA","6/8/26","6/12/26",,,,"2c0c2d64-4548-4f93-8d0a-85dd3a13e30b",500,"rv",,"rv",,"6/16/26 07:34",,"https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/massachusetts#collapse-June-16-2026-Massachusetts-Governor-and-US-Senate-with-The-Boston-Globe",,,,,,,2026,"Governor",,,2026-11-03,"general","DEM",56.2,"Healey","Maura Healey","469c4b91-65ca-4571-9baf-717a4541bd9e","f715ce1b-4cbf-42a3-baee-d2ed158596e3",,,
"cf8a97a9-9e76-43b9-9ea5-b8f605a65cc1","16ef3c5d-8b51-437f-87ab-9410cc8a0bb2","Kaplan Strategies","","","Kaplan Strategies",124,"Kaplan Strategies",,,"",,"FL","6/8/26","6/9/26",,"Frank Russo","NPA","fcb1e3e7-76e8-4b51-ae99-3781f654820c",668,"lv",,"lv",,"6/15/26 16:15",,"https://www.prnewswire.com/news-releases/new-poll-shows-frank-j-russo-gaining-meaningful-traction-in-florida-governors-race-302800453.html",,,,,,"NPA",2026,"Governor",,,2026-11-03,"general","NONE",28.2,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","5c30013f-cca8-40cc-bdbf-2dfb75c5214b",,,
"cf8a97a9-9e76-43b9-9ea5-b8f605a65cc1","16ef3c5d-8b51-437f-87ab-9410cc8a0bb2","Kaplan Strategies","","","Kaplan Strategies",124,"Kaplan Strategies",,,"",,"FL","6/8/26","6/9/26",,"Frank Russo","NPA","fcb1e3e7-76e8-4b51-ae99-3781f654820c",668,"lv",,"lv",,"6/15/26 16:15",,"https://www.prnewswire.com/news-releases/new-poll-shows-frank-j-russo-gaining-meaningful-traction-in-florida-governors-race-302800453.html",,,,,,"NPA",2026,"Governor",,,2026-11-03,"general","NPA",7.1,"Russo","Frank Russo","b1ec7728-486e-4ee4-84b2-7c4be7ae2891","5c30013f-cca8-40cc-bdbf-2dfb75c5214b",,,
"cf8a97a9-9e76-43b9-9ea5-b8f605a65cc1","16ef3c5d-8b51-437f-87ab-9410cc8a0bb2","Kaplan Strategies","","","Kaplan Strategies",124,"Kaplan Strategies",,,"",,"FL","6/8/26","6/9/26",,"Frank Russo","NPA","fcb1e3e7-76e8-4b51-ae99-3781f654820c",668,"lv",,"lv",,"6/15/26 16:15",,"https://www.prnewswire.com/news-releases/new-poll-shows-frank-j-russo-gaining-meaningful-traction-in-florida-governors-race-302800453.html",,,,,,"NPA",2026,"Governor",,,2026-11-03,"general","DEM",29.8,"Jolly","David W. Jolly","7070a6f6-a9b5-4d93-a452-860dff7cef42","5c30013f-cca8-40cc-bdbf-2dfb75c5214b",,,
"cf8a97a9-9e76-43b9-9ea5-b8f605a65cc1","16ef3c5d-8b51-437f-87ab-9410cc8a0bb2","Kaplan Strategies","","","Kaplan Strategies",124,"Kaplan Strategies",,,"",,"FL","6/8/26","6/9/26",,"Frank Russo","NPA","fcb1e3e7-76e8-4b51-ae99-3781f654820c",668,"lv",,"lv",,"6/15/26 16:15",,"https://www.prnewswire.com/news-releases/new-poll-shows-frank-j-russo-gaining-meaningful-traction-in-florida-governors-race-302800453.html",,,,,,"NPA",2026,"Governor",,,2026-11-03,"general","REP",34.9,"Donalds","Byron Donalds","c034dd95-7ebf-4049-95fa-f40321bde9e1","5c30013f-cca8-40cc-bdbf-2dfb75c5214b",,,
"579fb58c-d166-4ded-a8a0-23f1f8b61a7f","82246226-9b20-4334-81b3-3de5d48c9ff1","National Public Affairs","","","National Public Affairs",768,"National Public Affairs",,,"Live Phone/Text-to-Web",,"SC","6/10/26","6/11/26",,"Alan Wilson","REP","6deab3c3-225f-47c3-a9ce-74593f8ec20f",600,"lv","r","lv-r",,"6/15/26 08:51",,"https://www.fitsnews.com/2026/06/15/another-s-c-gop-runoff-poll-shows-alan-wilson-in-the-lead/#",,,,,,"REP",2026,"Governor",,,2026-06-23,"primary runoff","NONE",13,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","da859547-3312-40cc-8f6c-ae8f2cd8bb20",,,
"579fb58c-d166-4ded-a8a0-23f1f8b61a7f","82246226-9b20-4334-81b3-3de5d48c9ff1","National Public Affairs","","","National Public Affairs",768,"National Public Affairs",,,"Live Phone/Text-to-Web",,"SC","6/10/26","6/11/26",,"Alan Wilson","REP","6deab3c3-225f-47c3-a9ce-74593f8ec20f",600,"lv","r","lv-r",,"6/15/26 08:51",,"https://www.fitsnews.com/2026/06/15/another-s-c-gop-runoff-poll-shows-alan-wilson-in-the-lead/#",,,,,,"REP",2026,"Governor",,,2026-06-23,"primary runoff","REP",36,"Evette","Pamela Evette","b45c1be1-ea02-409f-b7d5-31e2698a5daf","da859547-3312-40cc-8f6c-ae8f2cd8bb20",,,
"579fb58c-d166-4ded-a8a0-23f1f8b61a7f","82246226-9b20-4334-81b3-3de5d48c9ff1","National Public Affairs","","","National Public Affairs",768,"National Public Affairs",,,"Live Phone/Text-to-Web",,"SC","6/10/26","6/11/26",,"Alan Wilson","REP","6deab3c3-225f-47c3-a9ce-74593f8ec20f",600,"lv","r","lv-r",,"6/15/26 08:51",,"https://www.fitsnews.com/2026/06/15/another-s-c-gop-runoff-poll-shows-alan-wilson-in-the-lead/#",,,,,,"REP",2026,"Governor",,,2026-06-23,"primary runoff","REP",52,"Wilson (Alan)","Alan Wilson","782504f7-e71c-4087-9b83-60b87a7b1749","da859547-3312-40cc-8f6c-ae8f2cd8bb20",,,
"b8ceed2d-4813-4108-a300-24a6dc39d81b","04941b3b-4f95-41b9-a906-c3f507b5ffa2","Mason-Dixon Polling & Research, Inc.","7b279ad6-d9c0-467a-99f6-2164eb7ed9a5,97c1710c-c031-40e6-a31b-ec38e5b5dea5,1d1a1180-61f0-4e0d-8378-b9af4de7a3b0","KARE-TV | Minneapolis Star Tribune | U. of Minnesota Hubbard School of Journalism and Mass Communication","Mason-Dixon Polling & Research, Inc.",197,"Mason-Dixon Polling & Strategy",,,"Live Phone",,"MN","6/8/26","6/10/26",,,,"cc0fa9f3-e395-46c2-a571-d812784fda53",800,"lv",,"lv",,"6/15/26 08:31",,"https://www.startribune.com/minnesota-poll-klobuchar-leads-all-gop-candidates-for-governor/601850018",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",14,"Don't know","Don't know","d8390906-54c4-4050-9005-4934a65fa7b1","3450e89a-4d4b-454e-bd27-b92950f69af0",,,
"b8ceed2d-4813-4108-a300-24a6dc39d81b","04941b3b-4f95-41b9-a906-c3f507b5ffa2","Mason-Dixon Polling & Research, Inc.","7b279ad6-d9c0-467a-99f6-2164eb7ed9a5,97c1710c-c031-40e6-a31b-ec38e5b5dea5,1d1a1180-61f0-4e0d-8378-b9af4de7a3b0","KARE-TV | Minneapolis Star Tribune | U. of Minnesota Hubbard School of Journalism and Mass Communication","Mason-Dixon Polling & Research, Inc.",197,"Mason-Dixon Polling & Strategy",,,"Live Phone",,"MN","6/8/26","6/10/26",,,,"cc0fa9f3-e395-46c2-a571-d812784fda53",800,"lv",,"lv",,"6/15/26 08:31",,"https://www.startribune.com/minnesota-poll-klobuchar-leads-all-gop-candidates-for-governor/601850018",,,,,,,2026,"Governor",,,2026-11-03,"general","NONE",2,"Someone else","Someone else","d23503df-ca4b-41e0-807f-67f2629609ac","3450e89a-4d4b-454e-bd27-b92950f69af0",,,
